book_id,genre,name,author,avg_rating,no_of_ratings,user_id,user_rating,description
3269,Biographies & Memoirs,Marley and Me: Life and Love With the World's Worst Dog, John Grogan,4.12,4607,3466,3,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.

Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no goodMarley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""

And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms."
3269,Biographies & Memoirs,Marley and Me: Life and Love With the World's Worst Dog, John Grogan,4.12,4607,3426,4,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.

Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no goodMarley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""

And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms."
3269,Biographies & Memoirs,Marley and Me: Life and Love With the World's Worst Dog, John Grogan,4.12,4607,3476,5,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.

Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no goodMarley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""

And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms."
2786,Biographies & Memoirs,John Adams ,David McCullough,4.05,2886,3466,5,"The enthralling, often surprising story of John Adams, one of the most important and fascinating Americans who ever lived.

In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. "
2786,Biographies & Memoirs,John Adams ,David McCullough,4.05,2886,3426,3,"The enthralling, often surprising story of John Adams, one of the most important and fascinating Americans who ever lived.

In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. "
2786,Biographies & Memoirs,John Adams ,David McCullough,4.05,2886,3476,4,"The enthralling, often surprising story of John Adams, one of the most important and fascinating Americans who ever lived.

In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. "
4484,Biographies & Memoirs,Man's Search for Meaning ,Viktor E. Frankl  ,4.34,2417,3466,1,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945 Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory-known as logotherapy, from the Greek word logos (""meaning"")-holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.

At the time of Frankl's death in 1997, Man's Search for Meaning had sold more than 10 million copies in twenty-four languages. A 1991 reader survey for the Library of Congress that asked readers to name a ""book that made a difference in your life"" found Man's Search for Meaning among the ten most influential books in America."
4484,Biographies & Memoirs,Man's Search for Meaning ,Viktor E. Frankl  ,4.34,2417,3229,5,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945 Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory-known as logotherapy, from the Greek word logos (""meaning"")-holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.

At the time of Frankl's death in 1997, Man's Search for Meaning had sold more than 10 million copies in twenty-four languages. A 1991 reader survey for the Library of Congress that asked readers to name a ""book that made a difference in your life"" found Man's Search for Meaning among the ten most influential books in America."
4484,Biographies & Memoirs,Man's Search for Meaning ,Viktor E. Frankl  ,4.34,2417,3476,3,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945 Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory-known as logotherapy, from the Greek word logos (""meaning"")-holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.

At the time of Frankl's death in 1997, Man's Search for Meaning had sold more than 10 million copies in twenty-four languages. A 1991 reader survey for the Library of Congress that asked readers to name a ""book that made a difference in your life"" found Man's Search for Meaning among the ten most influential books in America."
3042,Biographies & Memoirs,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1) ", Art Spiegelman,4.34,2177,3466,4,"A story of a Jewish survivor of Hitler's Europe and his son, a cartoonist who tries to come to terms with his father's story and history itself."
3042,Biographies & Memoirs,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1) ", Art Spiegelman,4.34,2177,3426,4,"A story of a Jewish survivor of Hitler's Europe and his son, a cartoonist who tries to come to terms with his father's story and history itself."
3042,Biographies & Memoirs,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1) ", Art Spiegelman,4.34,2177,3476,1,"A story of a Jewish survivor of Hitler's Europe and his son, a cartoonist who tries to come to terms with his father's story and history itself."
2865,Biographies & Memoirs,Wild Swans: Three Daughters of China , Jung Chang,4.24,7259,3453,1,"The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness historya bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.

An engrossing record of Maos impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlords concubine; her mothers struggles as a young idealistic Communist; and her parents experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a barefoot doctor, a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, movingand ultimately upliftingdetail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history."
2865,Biographies & Memoirs,Wild Swans: Three Daughters of China , Jung Chang,4.24,7259,3426,0,"The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness historya bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.

An engrossing record of Maos impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlords concubine; her mothers struggles as a young idealistic Communist; and her parents experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a barefoot doctor, a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, movingand ultimately upliftingdetail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history."
2865,Biographies & Memoirs,Wild Swans: Three Daughters of China , Jung Chang,4.24,7259,3476,5,"The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness historya bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.

An engrossing record of Maos impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlords concubine; her mothers struggles as a young idealistic Communist; and her parents experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a barefoot doctor, a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, movingand ultimately upliftingdetail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history."
1061,Biographies & Memoirs,A Long Way Gone: Memoirs of a Boy Soldier ,Ishmael Beah  ,4.14,6402,3466,3,"The devastating story of war through the eyes of a child soldier. Beah tells how, at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, hed been picked up by the government army, and became a soldier.

My new friends have begun to suspect I havent told them the full story of my life.
Why did you leave Sierra Leone? Because there is a war. You mean, you saw people running around with guns and shooting each other? Yes, all the time. Cool. I smile a little. You should tell us about it sometime. Yes, sometime. 

This is how wars are fought now: by children, hopped-up on drugs and wielding AK-47s. Children have become soldiers of choice. In the more than fifty conflicts going on worldwide, it is estimated that there are some 300,000 child soldiers. Ishmael Beah used to be one of them. 

What is war like through the eyes of a child soldier? How does one become a killer? How does one stop? Child soldiers have been profiled by journalists, and novelists have struggled to imagine their lives. But until now, there has not been a first-person account from someone who came through this hell and survived.

In A Long Way Gone, Beah, now twenty-five years old, tells a riveting story: how at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, hed been picked up by the government army, and Beah, at heart a gentle boy, found that he was capable of truly terrible acts. 

This is a rare and mesmerizing account, told with real literary force and heartbreaking honesty."
883,Biographies & Memoirs,Confessions, Augustine of Hippo  ,3.89,789,3466,1,
847,Biographies & Memoirs,The Last Lecture,Randy Pausch,4.25,2636,3466,0,"Based on the extraordinary final lecture by Carnegie Mellon University professor Randy Pausch, given after he discovered he had pancreatic cancer, this moving book goes beyond the now-famous lecture to inspire readers to live each day with purpose and joy. Photos of Randy and his family and friends are included."
84,Biographies & Memoirs,Martin Heidegger: Between Good and Evil,Rüdiger Safranski  ,4.05,569,3466,1,"One of the century's greatest philosophers, without whom there would be no Sartre, no Foucault, no Frankfurt School, Martin Heidegger was also a man of great failures and flaws, a Faustus who made a pact with the devil of his time, Adolf Hitler. The story of Heidegger's life and philosophy, a quintessentially German story in which good and evil, brilliance and blindness are inextricably entwined and the passions and disasters of a whole century come into play, is told in this brilliant biography.

Heidegger grew up in Catholic Germany where, for a chance at pursuing a life of learning, he pledged himself to the priesthood. Soon he turned apostate and sought a university position, which set him on the path to becoming the star of German philosophy in the 1920s. RUdiger Safranski chronicles Heidegger's rise along with the thought he honed on the way, with its debt to Heraclitus, Plato, and Kant, and its tragic susceptibility to the conservatism that emerged out of the nightmare of Germany's loss in World War I. A chronicle of ideas and of personal commitments and betrayals, Safranski's biography combines clear accounts of the philosophy that won Heidegger eternal renown with the fascinating details of the loves and lapses that tripped up this powerful intellectual.

The best intellectual biography of Heidegger ever written and a best-seller in Germany, Martin Heidegger: Between Good and Evil does not shy away from full coverage of Heidegger's shameful transformation into a propagandist for the National Socialist regime; nor does it allow this aspect of his career to obscure his accomplishments. Written by a master of Heidegger's philosophy, the book is one of the best introductions to the thought and to the life and times of the greatest German philosopher of the century."
4222,Biographies & Memoirs,Infidel , Ayaan Hirsi Ali  ,4.2,6643,3466,5,"One of todays most admired and controversial political figures, Ayaan Hirsi Ali burst into international headlines following the murder of Theo van Gogh by an Islamist who threatened that she would be next. She made headlines again when she was stripped of her citizenship and resigned from the Dutch Parliament.

Infidel shows the coming of age of this distinguished political superstar and champion of free speech as well as the development of her beliefs, iron will, and extraordinary determination to fight injustice. Raised in a strict Muslim family, Hirsi Ali survived civil war, female mutilation, brutal beatings, adolescence as a devout believer during the rise of the Muslim Brotherhood, and life in four troubled, unstable countries ruled largely by despots. She escaped from a forced marriage and sought asylum in the Netherlands, where she earned a college degree in political science, tried to help her tragically depressed sister adjust to the West, and fought for the rights of Muslim women and the reform of Islam as a member of Parliament. Under constant threat, demonized by reactionary Islamists and politicians, disowned by her father, and expelled from family and clan, she refuses to be silenced.

Ultimately a celebration of triumph over adversity, Hirsi Alis story tells how a bright little girl evolves out of dutiful obedience to become an outspoken, pioneering freedom fighter. As Western governments struggle to balance democratic ideals with religious pressures, no other book could be more timely or more significant."
4414,Biographies & Memoirs,Bossypants , Tina Fey,3.95,6768,3466,5,"Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.

She has seen both these dreams come true.

At last, Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoonfrom the beginning of this paragraph to this final sentence.

Tina Fey reveals all, and proves what we've all suspected: you're no one until someone calls you bossy."
239,Biographies & Memoirs,Wild: From Lost to Found on the Pacific Crest Trail , Cheryl Strayed,3.97,4701,3466,0,"At twenty-two, Cheryl Strayed thought she had lost everything. In the wake of her mothers death, her family scattered and her own marriage was soon destroyed. Four years later, with nothing more to lose, she made the most impulsive decision of her life. With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State  and she would do it alone.
Told with suspense and style, sparkling with warmth and humor, Wild powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her."
1964,Biographies & Memoirs,The Diary of a Young Girl ,Anne Frank  ,4.11,2288,3453,1,"Anne Frank's extraordinary diary, written in the Amsterdam attic where she and her family hid from the Nazis for two years, has become a world classic and a timeless testament to the human spirit. Now, in a new edition enriched by many passages originally withheld by her father, we meet an Anne more real, more human, and more vital than ever. Here she is first and foremost a teenage girlstubbornly honest, touchingly vulnerable, in love with life. She imparts her deeply secret world of soul-searching and hungering for affection, rebellious clashes with her mother, romance and newly discovered sexuality, and wry, candid observations of her companions. Facing hunger, fear of discovery and death, and the petty frustrations of such confined quarters, Anne writes with adult wisdom and views beyond her years. Her story is that of every teenager, lived out in conditions few teenagers have ever known."
3571,Medical Books,Oral and Maxillofacial Surgery: 7-Volume Set ,,4.53,17,3453,5,"This is a comprehensive and definitive resource on oral and maxillofacial surgery. More than 300 authorities examine the full scope of the field including orthognathic surgery, trauma surgery, surgical pathology, cosmetic surgery, and reconstructive surgery."
1847,Test Preparation,"Barron's GRE, 21st Edition",Sharon Weiner Green M.A.,4,9,3453,4,"This edition of Barron's GRE manual reflects recent Graduate Record Exams and presents six full-length model exams with all questions answered and explained. Tests are similar to recent actual GREs in length, question types, and degree of difficulty. The manual also reviews all GRE test topics: antonym, analogy, and sentence-completion questions, reading comprehension, analytical writing, quantitative comparison questions, data interpretation, and math."
1334,Biographies & Memoirs,George Balanchine: The Ballet Maker (Eminent Lives),Robert Gottlieb,3.71,109,1689,3,"Written by the gifted author, editor, and dance critic Robert Gottlieb, George Balanchine describes the life and art of the celebrated, revolutionary ballet choreographer. Here is a necessary and singular look at the life of one of the great figures of the 20th Century: the dynamic Balanchine, founder of The New York City Ballet, collaborator of Stravinsky, and inspiration to countless fans over the course of his long and storied career. George Balanchine is another engaging entry in the HarperCollins Eminent Lives series of biographies by distinguished authors on canonical figures."
4885,Religion & Spirituality,"A Partner in Holiness: Deepening Mindfulness, Practicing Compassion and Enriching Our Lives Through the Wisdom of R. Levi Yitzhak of Berdichev's, Vol. 2  (Institute for Jewish Spirituality)",Rabbi Jonathan P. Slater DMin,3.67,3,1689,3,"""The lessons in Kedushat Levi were not originally intended as intellectual curiosities or as demonstrations of R. Levi Yitzhak's brilliance. They were meant to inspire religious passion and deeper spiritual practice. I believe that these teachings will come to life in us when we bring them into our lives in practice.""

from the Introduction

The soul yearns to feel connected to something greater and to know happiness despite personal suffering and seemingly endless need. Surprisingly, the perspectives of the late eighteenth- and nineteenth-century Hasidic spiritual teachers offer a radically different Jewish theology that speaks directly to todays spiritual seekers whose faith has been shattered by both modernity and the Holocaust. These masters taught of interdependence, interconnectedness, selflessness, service and joy, anticipating the insights of contemporary science and twenty-first-century spirituality.

Bringing together the teachings of beloved Hasidic master Rabbi Levi Yitzhak of Berdichev (17401809) and the practice of mindfulness meditation, Rabbi Jonathan P. Slater reveals a new entrance into Jewish spiritual life. Covering the Five Books of Moses, these two volumes present accessible translations of selections from Kedushat Levi, R. Levi Yitzhaks Hasidic Torah commentary, which emphasizes our spiritual capacity to transform consciousness and so our life experience. The selections are paired with Rabbi Slaters commentaries to illuminate their message."
1831,Arts & Photography,Construction Scheduling: Principles and Practices (2nd Edition),Jay S. Newitt,3.5,2,1689,2,"This text is a comprehensive, stand alone reference for project management scheduling. It features a unique combination of principles/fundamentals of scheduling and project management along with practical applications and tutorials of the 4 most common scheduling software programsMicrosoft Project, Primavera Project Planner (P3), SureTrak, P6 Project Manager and Contractor. Having scheduling information and software instructions in one book obviates the need for two texts, and the exercises and examples in the scheduling portion are tied to the same exercises in the software portions."
4868,Literature & Fiction,"Literature and Its Writers: A Compact Introduction to Fiction, Poetry, and Drama",Ann Charters,4.08,88,2215,5,"Literature is a conversation  between writers and other writers, and between writers and readers. In Literature and Its Writers, Ann and Samuel Charters complement a rich and varied selection of stories, poems, and plays with an unparalleled array of commentaries about that literature by the writers themselves. Such ""writer talk"" inspires students to respond as it models ways for them to enter the conversation. In the sixth edition, the Charters continue to entice students to join the conversation, with adventurous and intriguing new literary works, more detailed coverage of literary elements, and more help with reading and writing."
1940,Engineering & Transportation,Straight on Till Morning: The Life of Beryl Markham,Mary S. Lovell,4.15,1656,2215,0,"Drawing on her personal relationship with Markham and interviews with many of her contemporaries, Lovell recounts Markham's tempestuous private life--a life filled with unabated romance and adventure lived out over three continents. 50 photographs."
2491,Science & Math,Diagrammatica: The Path to Feynman Diagrams (Cambridge Lecture Notes in Physics),Martinus Veltman,4,5,2215,5,"This book provides an easily accessible introduction to quantum field theory via Feynman rules and calculations in particle physics. The aim is to make clear what the physical foundations of present-day field theory are, to clarify the physical content of Feynman rules. The book begins with a brief review of some aspects of Einstein's theory of relativity that are of particular importance for field theory, before going on to consider the relativistic quantum mechanics of free particles, interacting fields, and particles with spin. The techniques learnt in the chapters are then demonstrated in examples that might be encountered in real accelerator physics. Further chapters contain discussions of renormalization, massive and massless vector fields and unitarity. A final chapter presents concluding arguments concerning quantum electrodynamics. The book includes valuable appendices that review some essential mathematics, including complex spaces, matrices, the CBH equation, traces and dimensional regularization. An appendix containing a comprehensive summary of the rules and conventions used is followed by an appendix specifying the full Lagrangian of the Standard Model and the corresponding Feynman rules. To make the book useful for a wide audience a final appendix provides a discussion of the metric used, and an easy-to-use dictionary connecting equations written with different metrics. Written as a textbook, many diagrams, exercises and examples are included. This book will be used by beginning graduate students taking courses in particle physics or quantum field theory, as well as by researchers as a source and reference book on Feynman diagrams and rules."
15,Christian Books & Bibles,Book of Common Prayer 1979: Large Print edition,,4.57,118,397,0,"Available for the first time from Church Publishing, this complete, large-print edition of the 1979 Book of Common Prayer (BCP) is ideal for anyone who prefers reading larger type. The large-print BCP presents the certified Standard Book of Common Prayer and Administration of the Sacraments and Other Rites and Ceremonies of the Church together with The Psalter or Psalms of David according to use in the Episcopal Church in the United States authorized in 1979. Special features include highly readable 14-point-type size, kivar cover for long-lasting quality, and lay-flat binding for versatile hands-free use. Designed for use in pews or for personal devotion, the large-print BCP is a perfect gift book. This large print version matches the same pagination as the regular print BCP.The larger size of the book makes it a useful volume for clergy and others who read from the lectern."
3196,Children's Books,A Handful of Stars,Cynthia Lord,4.16,3611,397,3,"This powerful middle-grade novel from the Newbery Honor author of Rules explores a friendship between a small-town girl and the daughter of migrant workers. When Lily's blind dog, Lucky, slips his collar and runs away across the wide-open blueberry barrens of eastern Maine, it's Salma Santiago who manages to catch him. Salma, the daughter of migrant workers, is in the small town with her family for the blueberry-picking season. After their initial chance meeting, Salma and Lily bond over painting bee boxes for Lily's grandfather, and Salma's friendship transforms Lily's summer. But when Salma decides to run in the upcoming Blueberry Queen pageant, they'll have to face some tough truths about friendship and belonging. Should an outsider like Salma really participate in the pageantand possibly win? Set amongst the blueberry barrens and by the sea, this is a gorgeous new novel by Newbery Honor author Cynthia Lord that tackles themes of prejudice and friendship, loss and love."
61,Self-Help,Almost Anorexic: Is My (or My Loved One's) Relationship with Food a Problem? (The Almost Effect),Ph.D. Jennifer J Thomas,4.14,133,397,5,"Determine if your relationship with food is a problem, develop scientifically based strategies to change unhealthy patterns, and learn when and how to get professional help when needed with this inviting, hopeful guide.

Millions of men and women struggle with disordered eating. Some stand at the mirror wondering how they can face the day when they look so fat. Others binge, purge, or exercise compulsively. Many skip meals, go on diet after diet, or cut out entire food groups. Still, they are never thin enough.

While 1 in 200 adults have experienced full-blown anorexia, at least 1 in 20 (1 in 10 teen girls!) have exhibited some key symptoms. Many suffer from the effects but never address the issue because they dont fully meet the diagnostic criteria. If this is the case for you, then you may be almost anorexic. Drawing on case studies and the latest research, Almost Anorexic combines a psychologists clinical experience with a patients personal recovery story to help readers understand and overcome almost anorexia.

Determine if your (or your loved ones) relationship with food is a problem
Gain insight on how to intervene with a loved one
Discover scientifically proven strategies to change unhealthy eating patterns
Learn when and how to get professional help when its needed"
3769,Law,Pre-ANDA Litigation: Strategies and Tactics for Developing a Drug Product and Patent Portfolio,,0,0,397,5,"All pharmaceutical companies, whether they are an innovator or a generic, must navigate the same complex legal and regulatory framework to bring a product to market and fend off competition. Pre-ANDA Litigation: Strategies and Tactics for Developing a Drug Product and Patent Portfolio, is an in-depth resource for learning about and planning for ANDA litigations and all the different avenues that pharmaceutical litigants could follow. Topics include, but are not limited to: - Coordinating new drug application (NDA)and patent portfolio strategy- Preclinical R&D and patent considerations- Clinical trials and regulatory considerations- Trademark (TM) and nonproprietary name considerations- Acquiring and In-Licensing Pharmaceutical Products: - Pre-litigation Investigations and Due Diligence- Market Entry Business Considerations for Generic Companies"
4540,Politics & Social Sciences,"Creative, Successful, Dyslexic: 23 High Achievers Share Their Stories",,4.11,35,397,3,"23 very well-known people from the arts, sport, and business worlds talk about how dyslexia affected their childhood, how they were able to overcome the challenges and use the special strengths of dyslexia to achieve great success in adulthood. Darcey Bussell CBE, Eddie Izzard, Sir Richard Branson, Meg Mathews, Zoe Wanamaker CBE, Richard Rogers, Benjamin Zephaniah, Steven Naismith, Lynda La Plante CBE, Sir Jackie Stewart OBE, Sophie Conran and others share their stories, and their advice.


All reveal the enormous difficulties they faced, the strength required to overcome them, the crucial importance of adult support, and how `the different way the brain is wired' in dyslexia has enabled them to see something different in the world and to use their creativity in an exceptional way. They talk about `thinking sideways', and the ability to look at a bigger picture, the often strong visual strength, and the ability to listen, and to grasp simplicity where other people see only complexity. They also talk about how dyslexia continues to challenge them, and the ways they have found to work around this.


An introduction, and final section that includes practical information about dyslexia, are written with the support of Dyslexia Action, and a percentage of profit from the book is going to The British Dyslexia Association. The book will be essential reading for teachers and other professionals, and for families affected by dyslexia, and inspirational for people with dyslexia."
3389,"Health, Fitness & Dieting",Organ Transplantation (Health and Medical Issues Today),David Petechuk,0,0,397,3,"Every day, newspapers and television news programs present stories on the latest controversies over healthcare and medical advances, but they do not have the space to provide detailed background on the issues. Websites and weblogs provide information from activists and partisans intent on presenting their side of a story. But where can students - or even ordinary citizens - go to obtain unbiased, detailed background on the medical issues affecting their daily lives? This volume in the Health and Medical Issues Today series provides readers and researchers a balanced, in-depth introduction to the medical, scientific, legal, and cultural issues surrounding organ tranplants and its import in today's world of healthcare."
3034,Business & Money,The Age of Acquiescence: The Life and Death of American Resistance to Organized Wealth and Power,Steve Fraser,3.86,314,3453,2,"A groundbreaking investigation of how and why, from the 18th century to the present day, American resistance to our ruling elites has vanished.

From the American Revolution through the Civil Rights movement, Americans have long mobilized against political, social, and economic privilege. Hierarchies based on inheritance, wealth, and political preferment were treated as obnoxious and a threat to democracy. Mass movements envisioned a new world supplanting dog-eat-dog capitalism. But over the last half-century that political will and cultural imagination have vanished. Why?

THE AGE OF ACQUIESCENCE seeks to solve that mystery. Steve Fraser's account of national transformation brilliantly examines the rise of American capitalism, the visionary attempts to protect the democratic commonwealth, and the great surrender to today's delusional fables of freedom and the politics of fear. Effervescent and razorsharp, THE AGE OF ACQUIESCENCE will be one of the most provocative and talked-about books of the year."
822,Parenting & Relationships,The Multiples Manual: Preparing and Caring for Twins or Triplets,Lynn Lorenz,4.04,27,3453,5,"A guide for parenting twins or triplets from pregnancy to pre-school. This book offers tips, and tells you the things you need to plan for and think about - everything from the perfect shower gifts (and what to steer clear of!), breastfeeding issues, to safety-proofing your house and sleeping peacefully through the night."
993,Sports & Outdoors,Oregon High: A Climbing Guide to Nine Cascade Volcanoes,Jeff Thomas,4.75,4,295,4,"OREGON HIGH : A Climbing Guide to Nine Cascade Volcanoes. At last - the book Northwest mountaineers have been waiting for. Jeff Thomas, author of Oregon Rock, has written a comprehensive climber's guide ato Mt. Hood, Mt. Jefferson, Three Fingered Jack, Mt. Washington, North Sister, Middle Sister, South Sister, Broken Top, and Mt. Thielsen. This book includes complete route descriptions, six maps and over forty photographs, all designed to help you reach your summit. Published by Keep Climbing Press, Portland, Oregon."
3575,Computers & Technology,HTML & XHTML: The Definitive Guide (6th Edition),Chuck Musciano,3.88,455,295,0,"Put everthing you need to know about HTML & XHTML at your fingertips. For nearly a decade, hundreds of thousands of web developers have turned to HTML & XHTML: The Definitive Guide to master standards-based web development. Truly a definitive guide, the book combines a unique balance of tutorial material with a comprehensive reference that even the most experienced web professionals keep close at hand. From basic syntax and semantics to guidelines aimed at helping you develop your own distinctive style, this classic is all you need to become fluent in the language of web design."
